country,year,fatal_pc_km,fatal_mIn,accid_adj_pc_km,p_km,croad_inv_km,croad_maint_km,prop_motorwa,populat,unemploy,petrol_car,alcohol,mot_index_1000,den_populat,cgdp,cgdp_cap,precipit,prop_elder,dps,freight,total_fatalities,total_accidents,fatal_index_1000
Austria,1998,11.44,93.09,242.56,64.86,5523.0,6845.95,1.52,7971116.0,4.7,1.47,12.9,487.64,95.04,2786600000000000.0,34959.08,1374.86,15.36,0.0,30.3,742.0,15732.0,47.165013984235955
Austria,1999,12.39,102.6,231.6,66.11,5012.59,6756.1,1.54,7982461.0,4.2,1.38,12.8,502.35,95.18,2758600000000000.0,34558.19,1429.48,15.41,0.0,33.98,819.0,15311.0,53.49095421592319
Austria,2000,11.38,94.85,252.17,66.67,5937.96,6350.49,1.53,8002186.0,3.9,1.42,13.2,511.99,95.41,2851400000000000.0,35632.89,1329.12,15.42,0.0,35.12,759.0,16812.0,45.14632405424697
Austria,2001,11.06,92.51,248.99,67.1,7821.22,6354.74,1.54,8020946.0,4.0,1.49,12.4,521.38,95.64,2857200000000000.0,35622.19,1138.35,15.43,0.0,37.53,742.0,16707.0,44.41252169749207
Austria,2002,10.17,85.69,250.69,67.96,6387.88,3530.14,1.54,8063640.0,4.4,1.73,12.5,494.44,96.14,2878100000000000.0,35692.52,1308.67,15.49,0.0,38.5,691.0,17037.0,40.55878382344309
Austria,2003,10.27,87.4,242.37,68.94,7705.6,4599.65,1.56,8100273.0,4.8,1.82,12.2,500.48,96.58,2929700000000000.0,36167.35,982.83,15.44,0.0,39.56,708.0,16709.0,42.372374169609195
Austria,2004,9.28,79.34,249.22,69.61,8332.48,5300.38,1.56,8142573.0,5.5,1.81,12.1,504.63,97.09,3010700000000000.0,36975.15,1108.93,15.49,0.0,39.19,646.0,17348.0,37.23772192759972
Austria,2005,8.02,69.01,236.94,70.56,7776.7,5014.67,1.56,8201359.0,5.6,1.86,12.4,506.87,97.79,3096200000000000.0,37752.4,1115.98,15.95,1.0,37.04,566.0,16718.0,33.85572436894365
Austria,2006,7.48,64.21,221.35,70.89,8935.1,5514.81,1.56,8254298.0,5.3,1.79,12.4,509.43,98.42,3186300000000000.0,38602.3,1161.19,16.45,1.0,39.19,530.0,15692.0,33.77517206219729
Austria,2007,7.19,62.54,205.74,72.02,9370.59,5234.61,1.56,8282984.0,4.9,1.8,12.5,512.62,98.76,3317200000000000.0,40047.84,1258.92,16.89,1.0,37.4,518.0,14817.0,34.959843423095094
Austria,2008,6.69,58.98,209.56,73.28,9133.03,4874.43,1.56,8307989.0,4.1,1.72,12.0,515.77,99.06,3315400000000000.0,39906.24,1320.21,17.14,1.0,34.31,490.0,15357.0,31.90727355603308
Austria,2009,6.33,55.19,196.42,72.68,6807.48,5282.2,1.54,8335003.0,5.3,1.65,11.3,523.1,99.38,3247900000000000.0,38966.98,1411.63,17.39,1.0,29.08,460.0,14276.0,32.2219108994116
Austria,2010,5.59,49.21,191.98,73.47,3775.72,5411.87,1.5,8351643.0,4.8,1.68,12.1,531.75,99.58,3268900000000000.0,39140.48,1337.01,17.64,1.0,28.66,411.0,14105.0,29.138603332151717
Austria,2011,5.16,45.85,174.36,74.45,2606.96,4250.29,1.38,8375164.0,4.6,1.59,11.9,538.86,99.86,3322500000000000.0,39671.26,1031.38,17.64,1.0,28.54,384.0,12981.0,29.58169632539866
Austria,2012,5.12,45.19,168.15,74.15,2751.51,4350.24,1.38,8408121.0,4.9,1.57,12.1,545.19,100.25,3340600000000000.0,39730.76,1262.05,17.8,1.0,26.09,380.0,12468.0,30.478023740776386
Austria,2013,4.54,40.23,200.69,74.84,2979.99,4589.02,1.38,8451860.0,5.4,1.62,11.6,549.15,100.77,3307400000000000.0,39131.66,1398.41,18.07,1.0,24.21,340.0,15020.0,22.63648468708389
Austria,2014,4.01,36.08,181.71,76.59,3665.31,5396.82,1.38,8507786.0,5.6,1.58,12.2,551.84,101.44,3350100000000000.0,39376.63,1420.74,18.3,1.0,25.26,307.0,13917.0,22.059351871811455
Austria,2015,4.48,40.89,172.46,78.35,3240.39,4928.25,1.22,8584926.0,5.7,1.6,11.4,553.07,102.36,3439800000000000.0,40067.88,1084.51,18.45,1.0,25.46,351.0,13512.0,25.976909413854354
Austria,2016,4.0,37.01,168.32,80.44,3124.58,4905.03,1.22,8700471.0,6.0,1.62,11.7,554.17,103.74,3526400000000000.0,40531.18,1345.36,18.45,1.0,26.14,322.0,13540.0,23.78138847858198
Belgium,1998,10.89,107.04,312.27,100.15,1443.84,493.95,1.15,10192264.0,9.3,1.64,9.92,440.73,333.87,3347400000000000.0,32842.55,1096.2,16.47,0.0,41.1,1091.0,31274.0,34.88520816013302
Belgium,1999,9.68,96.73,310.56,102.04,1505.63,542.4,1.15,10213752.0,8.4,1.62,10.1,448.81,334.57,3305100000000000.0,32358.96,976.8,16.62,0.0,37.28,988.0,31690.0,31.17702745345535
Belgium,2000,10.41,104.21,290.19,102.54,1351.08,534.99,1.16,10239085.0,6.9,1.61,11.25,456.88,335.4,3425100000000000.0,33451.04,1039.93,16.75,0.0,51.05,1067.0,29756.0,35.85831428955505
Belgium,2001,9.99,100.65,281.72,103.44,1291.74,544.81,1.17,10263414.0,6.6,1.65,11.05,461.83,336.2,3423100000000000.0,33352.2,1093.1,16.85,0.0,53.18,1033.0,29141.0,35.448337394049624
Belgium,2002,9.09,92.44,256.52,104.84,1480.24,585.21,1.16,10309725.0,7.5,1.63,11.33,464.32,337.71,3471800000000000.0,33674.53,1034.95,16.94,0.0,52.89,953.0,26894.0,35.435413103294415
Belgium,2003,8.42,83.33,268.34,102.49,1560.74,615.86,1.15,10355844.0,8.2,1.66,11.31,465.53,339.22,3548100000000000.0,34261.96,740.48,17.02,0.0,50.54,863.0,27502.0,31.379536033743
Belgium,2004,8.41,83.39,266.8,103.03,1284.99,634.26,1.16,10396421.0,8.4,1.71,12.06,468.82,340.55,3686100000000000.0,35455.11,872.42,17.12,0.0,47.88,866.0,27488.0,31.5046565774156
Belgium,2005,8.11,79.84,247.86,102.8,1246.61,639.29,1.15,10445852.0,8.5,1.65,12.21,470.9,342.17,3761300000000000.0,36007.32,760.7,17.23,0.0,43.85,834.0,25480.0,32.73155416012559
Belgium,2006,7.83,76.49,251.56,102.66,1312.02,807.4,1.16,10511382.0,8.3,1.67,10.94,473.39,344.32,3826800000000000.0,36405.94,915.41,17.21,0.0,43.02,804.0,25825.0,31.132623426911906
Belgium,2007,7.61,75.2,263.13,104.57,1258.96,712.91,1.15,10584534.0,7.5,1.69,13.43,477.02,346.72,3985900000000000.0,37657.42,1042.25,17.1,0.0,42.09,796.0,27516.0,28.928623346416632
Belgium,2008,6.21,62.81,251.06,107.94,1128.51,737.87,1.15,10666866.0,7.0,1.66,10.51,481.02,349.41,3894400000000000.0,36508.92,943.89,17.06,0.0,38.36,670.0,27099.0,24.72415956308351
Belgium,2009,6.36,63.89,252.92,108.07,1263.82,801.62,1.15,10753080.0,7.9,1.63,10.1,482.93,352.24,3848100000000000.0,35786.18,842.91,17.08,0.0,36.17,687.0,27333.0,25.13445285918121
Belgium,2010,5.24,52.86,244.69,109.39,2434.71,1287.32,1.14,10839905.0,8.3,1.6,10.27,486.72,355.08,3926800000000000.0,36225.28,896.0,17.16,0.0,35.0,573.0,26767.0,21.40695632682034
Belgium,2011,5.28,52.82,250.11,109.97,1678.75,1055.99,1.14,11000638.0,7.2,1.54,10.14,491.52,360.35,3950500000000000.0,35911.11,768.86,17.12,0.0,33.11,581.0,27505.0,21.123432103253954
Belgium,2012,5.06,50.29,211.53,110.14,3647.54,956.41,1.14,11075889.0,7.6,1.48,10.09,491.52,362.81,3968500000000000.0,35829.95,974.7,17.38,0.0,32.11,557.0,23298.0,23.90763155635677
Belgium,2013,5.29,50.01,211.76,105.29,3824.04,957.64,1.14,11137974.0,8.4,1.44,10.33,493.22,364.84,3965700000000000.0,35605.66,863.15,17.59,0.0,32.8,557.0,22296.0,24.98205956225332
Belgium,2014,4.67,45.17,230.64,108.11,2703.44,1335.51,1.14,11180840.0,8.5,1.46,10.57,496.88,366.25,4045200000000000.0,36179.9,875.18,17.84,0.0,31.81,505.0,24934.0,20.253469158578646
Belgium,2015,4.91,46.72,229.5,107.0,5012.56,2944.4,1.14,11237274.0,8.5,1.5,10.36,500.44,368.1,4163500000000000.0,37050.9,792.3,18.07,0.0,36.08,525.0,24556.0,21.379703534777654
Belgium,2016,4.46,41.82,235.27,106.14,5127.97,3342.68,1.14,11311117.0,7.8,1.5,9.42,505.0,370.52,4214200000000000.0,37257.23,907.95,18.24,0.0,35.19,473.0,24972.0,18.94121415985904
Croatia,1998,10.46,40.34,116.0,17.5,19165.27,4744.03,1.19,4536812.0,11.4,1.25,13.84,220.42,80.24,372060000000000.0,8201.02,961.06,14.73,1.0,2.59,183.0,2030.0,90.14778325123153
Croatia,1999,11.05,46.38,112.32,19.0,18291.78,6473.46,1.36,4527460.0,13.6,1.25,12.15,233.91,80.07,329510000000000.0,7278.04,1115.88,14.99,1.0,2.42,210.0,2134.0,98.40674789128398
Croatia,2000,8.8,39.13,117.75,20.0,15609.8,16227.21,1.46,4497735.0,15.6,1.19,14.06,248.79,79.55,339780000000000.0,7554.43,753.87,15.32,1.0,2.86,176.0,2355.0,74.73460721868365
Croatia,2001,10.81,52.85,117.29,21.0,14907.85,6440.45,1.52,4295406.0,16.0,1.14,14.56,275.88,75.97,356330000000000.0,8295.54,1007.6,16.12,1.0,6.78,227.0,2463.0,92.1640276086074
Croatia,2002,7.91,40.41,123.55,22.0,29310.65,8143.27,2.16,4305494.0,15.3,1.17,14.83,285.22,76.15,380880000000000.0,8846.39,1190.13,16.48,1.0,7.41,174.0,2718.0,64.0176600441501
Croatia,2003,10.44,54.58,129.6,22.5,48696.36,9698.73,2.66,4305384.0,14.1,1.24,13.8,297.77,76.14,404530000000000.0,9396.01,720.92,16.83,1.0,8.24,235.0,2916.0,80.58984910836763
Croatia,2004,11.19,61.08,149.66,23.5,39894.23,11096.57,3.26,4305725.0,13.8,1.24,13.12,308.66,76.15,432770000000000.0,10051.0,1094.32,17.08,1.0,8.82,263.0,3517.0,74.77964174011942
Croatia,2005,9.79,54.51,127.71,24.0,33047.46,10670.65,3.57,4310861.0,13.0,1.23,11.58,318.73,76.24,45850000000000.0,10635.98,1093.7,17.33,1.0,9.33,235.0,3065.0,76.6721044045677
Croatia,2006,10.44,60.52,127.92,25.0,36858.17,6510.13,3.76,4312487.0,11.6,1.26,11.84,330.67,76.27,485610000000000.0,11260.6,961.95,17.52,1.0,10.18,261.0,3198.0,81.61350844277673
Croatia,2007,11.19,67.46,137.92,26.0,43365.12,6431.03,3.98,4313530.0,9.9,1.27,12.28,350.06,76.29,518950000000000.0,12030.77,1019.71,17.67,1.0,10.5,291.0,3586.0,81.148912437256
Croatia,2008,9.26,57.98,121.7,27.0,42043.1,6425.89,4.1,4311967.0,8.6,1.21,12.3,359.7,76.26,533890000000000.0,12381.69,1026.09,17.83,1.0,11.04,250.0,3286.0,76.08034083992696
Croatia,2009,8.66,53.83,114.89,26.8,33837.86,5354.03,4.24,4309796.0,9.3,1.22,12.07,357.56,76.22,492390000000000.0,11424.99,1011.48,17.89,1.0,9.43,232.0,3079.0,75.34913933095162
Croatia,2010,6.26,37.42,96.96,25.7,18982.03,7181.43,4.24,4302847.0,11.8,1.19,12.11,353.49,76.1,485880000000000.0,11292.11,1358.1,17.84,1.0,8.78,161.0,2492.0,64.60674157303372
Croatia,2011,6.58,38.7,92.03,25.24,16740.1,7625.83,4.26,4289857.0,13.7,1.18,12.43,353.86,75.87,474250000000000.0,11055.11,699.55,17.73,1.0,8.93,166.0,2323.0,71.45931984502799
Croatia,2012,6.23,38.12,77.87,26.15,18344.24,7149.16,4.7,4275984.0,15.8,1.21,11.92,337.93,75.62,451480000000000.0,10558.41,934.26,17.9,1.0,8.65,163.0,2036.0,80.05893909626718
Croatia,2013,5.93,36.37,74.58,26.15,15813.71,7791.27,4.81,4262140.0,17.4,1.22,11.64,339.74,75.38,436340000000000.0,10237.67,1150.4,18.14,1.0,9.13,155.0,1950.0,79.48717948717949
Croatia,2014,4.49,27.55,67.47,26.06,10411.24,9586.73,4.82,4246809.0,17.2,1.18,10.64,347.08,75.11,432280000000000.0,10178.96,1408.52,18.43,1.0,9.38,117.0,1758.0,66.55290102389078
Croatia,2015,4.85,30.29,70.06,26.39,8925.96,9176.77,4.91,4225316.0,16.1,1.23,9.89,354.96,74.73,446220000000000.0,10560.68,961.22,18.82,1.0,10.44,128.0,1849.0,69.22660897782586
Croatia,2016,5.0,31.26,68.41,26.18,7423.57,8816.42,4.9,4190669.0,13.4,1.22,10.32,370.56,74.12,467780000000000.0,11162.52,1091.64,19.21,1.0,11.34,131.0,1791.0,73.14349525404802
Czechia,1998,13.44,77.97,162.99,59.73,4209.29,1948.45,0.39,10299125.0,6.5,0.98,13.92,339.15,130.59,891540000000000.0,8656.49,775.54,13.61,0.0,33.91,803.0,9735.0,82.48587570621469
Czechia,1999,13.96,84.65,159.47,62.38,3553.71,2049.53,0.39,10289621.0,8.7,1.11,13.85,334.32,130.47,853860000000000.0,8298.23,713.65,13.72,0.0,36.96,871.0,9948.0,87.55528749497387
Czechia,2000,13.65,84.94,141.05,63.94,3274.51,2148.34,0.39,10278098.0,8.8,1.13,13.98,334.59,130.32,90800000000.0,8834.31,724.3,13.8,0.0,37.31,873.0,9019.0,96.79565362013527
Czechia,2001,12.73,78.97,149.2,63.47,3071.35,2758.28,0.41,10232027.0,8.1,1.17,13.75,344.98,129.74,97310000000000.0,9510.37,817.14,13.79,0.0,39.07,808.0,9470.0,85.3220696937698
Czechia,2002,13.17,84.3,148.34,65.29,5189.16,2804.64,0.41,10201182.0,7.3,1.19,13.72,357.52,129.35,1102600000000000.0,10808.37,917.64,13.87,0.0,43.67,860.0,9685.0,88.79710893133712
Czechia,2003,13.23,87.42,154.16,67.36,6232.17,2632.14,0.4,10192649.0,7.8,1.32,13.88,363.6,129.24,1127400000000000.0,11061.28,484.16,13.91,0.0,46.54,891.0,10384.0,85.8050847457627
Czechia,2004,12.68,84.06,147.98,67.57,10012.13,2879.0,0.43,10195347.0,8.3,1.34,13.31,374.29,129.27,1198200000000000.0,11752.77,644.46,13.96,0.0,46.01,857.0,9999.0,85.7085708570857
Czechia,2005,11.41,76.77,139.9,68.64,13515.04,3347.25,0.44,10198855.0,7.9,1.39,13.26,388.18,129.32,1348500000000000.0,13222.2,754.08,14.06,0.0,43.45,783.0,9603.0,81.53701968134958
Czechia,2006,9.13,62.21,122.98,69.63,13737.01,5012.44,0.49,10223577.0,7.1,1.37,13.12,401.91,129.63,148300000000000.0,14505.5,696.92,14.24,1.0,50.38,636.0,8563.0,74.27303515123204
Czechia,2007,10.89,75.97,130.57,71.54,13370.7,5279.14,0.5,10254233.0,5.3,1.38,13.35,417.39,130.02,1613600000000000.0,15735.69,739.82,14.45,1.0,48.14,779.0,9341.0,83.39578203618456
Czechia,2008,8.73,61.1,124.87,72.38,17184.01,5144.55,0.53,10343422.0,4.4,1.34,13.35,427.61,131.15,1762100000000000.0,17036.13,693.01,14.62,1.0,50.88,632.0,9038.0,69.9269749944678
Czechia,2009,7.91,54.86,120.61,72.29,16609.73,4838.34,0.56,10425783.0,6.7,1.32,13.31,425.39,132.2,1621100000000000.0,15548.98,773.58,14.93,1.0,44.96,572.0,8719.0,65.60385365294185
Czechia,2010,8.04,48.84,120.67,63.57,14210.96,5535.52,0.56,10462088.0,7.3,1.24,12.65,429.74,132.66,1684600000000000.0,16102.41,878.59,15.29,1.0,51.83,511.0,7671.0,66.61452222656759
Czechia,2011,7.53,47.01,121.65,65.49,10462.42,4609.2,0.57,10486731.0,6.7,1.22,12.61,436.93,132.97,1733500000000000.0,16530.67,592.95,15.61,1.0,54.83,493.0,7967.0,61.88025605623196
Czechia,2012,7.38,45.41,120.94,64.62,6845.13,4457.91,0.57,10505445.0,7.0,1.17,12.97,447.96,133.21,1653200000000000.0,15736.53,694.07,16.2,1.0,51.23,477.0,7815.0,61.036468330134355
Czechia,2013,6.39,39.27,119.57,64.65,4989.87,3954.05,0.59,10516125.0,7.0,1.15,12.84,449.71,133.34,1585600000000000.0,15077.35,765.56,16.81,1.0,54.89,413.0,7730.0,53.42820181112549
Czechia,2014,6.85,43.19,118.4,66.26,4631.81,4502.31,0.59,10512419.0,6.1,1.17,13.06,459.78,133.29,1565700000000000.0,14893.58,710.99,17.37,1.0,54.09,454.0,7845.0,57.87125557680051
Czechia,2015,7.37,48.77,119.35,69.71,6776.25,5238.5,0.59,10538275.0,5.1,1.15,12.82,485.4,133.62,1683200000000000.0,15971.8,552.26,17.84,1.0,58.72,514.0,8320.0,61.77884615384615
Czechia,2016,5.48,37.52,116.01,72.26,6453.55,5830.72,0.94,10553843.0,4.0,1.15,12.99,502.93,133.82,1745400000000000.0,16537.6,735.05,18.31,1.0,50.32,396.0,8383.0,47.2384587856376
Denmark,1998,7.13,67.8,61.62,50.33,7343.21,10540.08,1.21,5294860.0,4.9,1.96,11.69,343.16,122.87,2238300000000000.0,42273.75,827.95,14.95,0.0,21.4,359.0,3101.0,115.76910673976137
Denmark,1999,6.7,64.74,59.56,51.31,7769.78,10774.07,1.26,5313577.0,5.2,1.96,11.62,346.85,123.3,2205900000000000.0,41513.84,872.97,14.88,0.0,23.24,344.0,3056.0,112.56544502617801
Denmark,2000,6.26,59.47,58.8,50.62,8187.49,10553.36,1.29,5330020.0,4.3,1.93,11.68,347.84,123.68,2302400000000000.0,43196.21,756.46,14.83,0.0,24.02,317.0,2976.0,106.51881720430107
Denmark,2001,6.17,57.2,56.73,49.62,8717.95,11361.11,1.36,5349212.0,4.5,1.92,11.55,350.15,124.13,230900000000000.0,43164.74,743.5,14.8,0.0,22.16,306.0,2815.0,108.70337477797513
Denmark,2002,6.81,62.78,59.87,49.45,6835.81,11544.35,1.35,5368354.0,4.6,1.93,11.33,351.69,124.57,2315700000000000.0,43136.63,766.72,14.8,0.0,22.52,337.0,2961.0,113.8129010469436
Denmark,2003,6.4,59.07,56.77,49.7,9843.95,11808.68,1.4,5383507.0,5.4,2.0,11.54,352.0,124.92,2333800000000000.0,43350.94,603.32,14.83,0.0,23.01,318.0,2821.0,112.72598369372564
Denmark,2004,4.93,46.13,49.43,50.56,12064.1,12211.14,1.42,5397640.0,5.5,2.03,11.27,354.97,125.25,2427800000000000.0,44978.66,820.03,14.91,0.0,23.11,249.0,2499.0,99.63985594237695
Denmark,2005,4.74,43.61,45.5,49.76,15081.33,12474.33,1.43,5411405.0,4.8,2.0,11.27,363.12,125.57,2509200000000000.0,46368.32,640.29,15.01,1.0,23.3,236.0,2264.0,104.24028268551237
Denmark,2006,4.13,37.77,46.08,49.65,19012.52,11261.53,1.48,5427459.0,3.9,2.01,11.02,372.18,125.94,2595500000000000.0,47821.88,847.14,15.16,1.0,21.25,205.0,2288.0,89.5979020979021
Denmark,2007,5.46,50.85,47.46,50.73,15973.13,11309.96,1.52,5447084.0,3.8,2.06,11.0,379.65,126.4,2649500000000000.0,48640.66,846.16,15.32,1.0,20.96,277.0,2408.0,115.03322259136213
Denmark,2008,5.38,50.59,41.08,51.46,13990.01,10701.08,1.54,5475791.0,3.7,1.98,10.71,383.32,127.07,2635800000000000.0,48134.85,834.69,15.58,1.0,19.48,277.0,2114.0,131.03122043519394
Denmark,2009,4.07,38.28,34.04,51.88,10533.65,12785.05,1.54,5511451.0,6.4,1.86,10.09,384.65,127.89,2509300000000000.0,45529.3,738.15,15.89,1.0,16.88,211.0,1766.0,119.47904869762175
Denmark,2010,3.42,31.98,28.61,51.69,13419.23,15158.43,1.52,5534738.0,7.7,1.82,10.24,390.99,128.43,2572800000000000.0,46484.82,673.9,16.31,1.0,15.02,177.0,1479.0,119.67545638945234
Denmark,2011,2.85,27.16,27.17,52.97,14730.26,12334.1,1.55,5560628.0,7.8,1.8,10.22,395.28,129.03,2561900000000000.0,46073.02,774.13,16.79,1.0,16.12,151.0,1439.0,104.93398193189715
Denmark,2012,2.05,19.35,23.99,52.68,18059.53,12887.1,1.61,5580516.0,7.8,1.62,9.1,400.86,129.5,2584300000000000.0,46308.95,837.64,17.35,1.0,16.68,108.0,1264.0,85.44303797468355
Denmark,2013,2.5,23.56,23.55,52.75,14155.43,12440.39,1.63,5602628.0,7.4,1.57,9.43,406.62,130.01,2598900000000000.0,46387.78,633.73,17.85,1.0,16.07,132.0,1242.0,106.28019323671498
Denmark,2014,2.51,24.17,21.6,54.22,14821.21,10708.01,1.65,5627235.0,6.9,1.56,9.53,413.98,130.58,2659400000000000.0,47259.56,795.78,18.25,1.0,16.18,136.0,1171.0,116.1400512382579
