country,year,fatal_pc_km,fatal_mIn,accid_adj_pc_km,p_km,croad_inv_km,croad_maint_km,prop_motorwa,populat,unemploy,petrol_car,alcohol,mot_index_1000,den_populat,cgdp,cgdp_cap,precipit,prop_elder,dps,freight,total_fatalities,total_accidents,fatal_index_1000
Denmark,2015,2.03,20.5,20.22,57.01,14583.1,10843.29,1.66,5659715.0,6.3,1.55,9.38,422.43,131.33,2726800000000000.0,48178.83,867.7,18.57,1.0,15.5,116.0,1153.0,100.60711188204684
Denmark,2016,2.45,25.41,19.99,59.09,14746.52,12336.2,1.68,5707251.0,6.0,1.53,9.55,432.0,132.44,2820900000000000.0,49425.97,647.1,18.83,1.0,16.09,145.0,1181.0,122.77730736663844
Estonia,1998,32.94,146.44,126.77,6.19,632.27,929.81,0.15,1393074.0,9.51,1.08,8.01,323.71,30.8,9744662771.0,6995.08,764.24,14.54,0.0,3.79,204.0,785.0,259.87261146496814
Estonia,1999,27.81,129.06,105.0,6.4,743.26,495.51,0.17,1379237.0,11.57,1.05,8.85,332.58,30.5,9612802047.0,6969.65,606.81,14.72,0.0,3.98,178.0,672.0,264.8809523809524
Estonia,2000,20.95,99.91,100.57,6.68,735.02,467.74,0.18,1401250.0,13.36,1.04,7.9,331.06,30.98,106310000000000.0,7586.6,675.4,14.86,0.0,3.93,140.0,672.0,208.33333333333334
Estonia,2001,20.12,98.37,120.43,6.81,687.44,468.71,0.18,1392720.0,13.13,1.44,9.22,292.45,30.79,113090000000000.0,8119.73,718.04,15.13,0.0,4.68,137.0,820.0,167.07317073170734
Estonia,2002,22.52,114.93,126.49,7.06,1392.42,474.02,0.18,1383510.0,10.03,1.52,10.36,289.63,30.59,121810000000000.0,8804.38,483.4,15.44,0.0,4.39,159.0,893.0,178.0515117581187
Estonia,2003,16.18,90.17,104.0,7.66,1382.91,605.02,0.18,1375190.0,11.29,1.36,11.55,315.59,30.41,135330000000000.0,9841.17,661.28,15.84,0.0,3.97,124.0,797.0,155.58343789209536
Estonia,2004,16.38,93.69,120.06,7.81,1565.12,642.82,0.18,1366250.0,10.25,1.3,13.23,344.74,30.21,147170000000000.0,10771.5,771.52,16.19,0.0,5.1,128.0,938.0,136.46055437100213
Estonia,2005,12.49,91.25,93.97,9.93,2581.82,632.8,0.17,1358850.0,8.03,1.29,14.7,363.32,30.05,164090000000000.0,12075.46,618.55,16.57,0.0,5.82,124.0,933.0,132.90460878885315
Estonia,2006,15.89,116.98,113.21,9.95,3119.76,671.95,0.17,1350700.0,5.91,1.24,15.83,410.16,29.87,186570000000000.0,13812.6,568.32,16.87,0.0,5.55,158.0,1126.0,140.3197158081705
Estonia,2007,13.3,99.04,103.6,10.0,2811.6,714.06,0.17,1342920.0,4.59,1.39,17.37,390.05,29.69,212090000000000.0,15792.89,719.67,17.28,0.0,6.42,133.0,1036.0,128.37837837837836
Estonia,2008,8.67,67.99,72.38,10.5,2845.58,761.49,0.18,1338440.0,5.45,1.29,16.38,412.27,29.59,194020000000000.0,14496.07,909.11,17.46,0.0,7.35,91.0,760.0,119.73684210526315
Estonia,2009,7.52,59.14,61.62,10.5,2379.9,779.97,0.17,1335740.0,13.55,1.17,14.32,408.46,29.53,16590000000000.0,12420.11,786.54,17.43,0.0,5.34,79.0,647.0,122.10200927357033
Estonia,2010,6.44,48.75,56.14,10.1,2666.45,739.6,0.2,1333290.0,16.71,1.2,14.97,414.52,29.48,168270000000000.0,12620.45,760.52,17.43,0.0,5.61,65.0,567.0,114.6384479717813
Estonia,2011,7.32,57.16,60.78,10.38,2922.7,721.43,0.2,1329660.0,12.33,1.19,16.27,431.69,29.4,182090000000000.0,13694.68,701.39,17.45,0.0,5.91,76.0,631.0,120.44374009508716
Estonia,2012,5.55,45.28,48.29,10.81,3504.61,782.53,0.21,1325217.0,10.02,1.16,16.96,454.34,29.3,18810000000000.0,14193.61,817.46,17.7,0.0,5.79,60.0,522.0,114.94252873563218
Estonia,2013,4.89,41.66,49.62,11.25,3657.89,804.79,0.24,1320174.0,8.63,1.09,17.75,476.12,29.19,191040000000000.0,14470.99,589.21,18.03,0.0,5.99,55.0,558.0,98.5663082437276
Estonia,2014,4.72,42.56,44.13,11.85,2499.17,783.64,0.24,1315819.0,7.35,1.06,17.29,496.23,29.09,201450000000000.0,15309.5,654.22,18.38,0.0,6.31,56.0,523.0,107.07456978967495
Estonia,2015,5.35,34.25052631578947,41.92,12.33,3137.77,805.43,0.25,1314870.0,6.19,1.05,16.64,514.57,29.07,207650000000000.0,15792.24,585.77,18.76,0.0,6.26,66.0,517.0,127.6595744680851
Estonia,2016,3.97,38.76,43.38,12.84,2495.23,732.11,0.25,1315944.0,6.76,1.04,15.35,534.33,29.1,214470000000000.0,16297.69,690.6,19.02,0.0,6.72,51.0,557.0,91.56193895870736
Finland,1998,5.52,57.12,55.67,53.3,5902.58,7314.94,0.46,5147349.0,11.4,1.72,8.6,392.63,15.21,1701600000000000.0,33057.28,782.3,14.62,1.0,28.1,294.0,2967.0,99.08998988877654
Finland,1999,5.99,63.76,55.81,54.9,6010.29,6915.77,0.5,5159646.0,10.2,1.7,8.62,403.71,15.25,1694200000000000.0,32836.1,620.24,14.71,1.0,29.66,329.0,3064.0,107.37597911227154
Finland,2000,5.26,56.66,52.05,55.7,6203.57,6788.33,0.54,5171302.0,9.8,1.61,8.59,412.86,15.28,1779400000000000.0,34408.51,740.01,14.84,1.0,31.98,293.0,2899.0,101.06933425319076
Finland,2001,5.61,61.76,52.47,57.0,6264.03,6695.6,0.57,5181115.0,9.1,1.62,8.94,417.09,15.31,182400000000000.0,35204.04,612.39,15.0,1.0,30.48,320.0,2991.0,106.98762955533267
Finland,2002,5.32,59.67,49.85,58.3,6279.86,7656.59,0.59,5194901.0,9.1,1.63,9.25,422.53,15.35,1829100000000000.0,35208.76,520.23,15.16,1.0,31.97,310.0,2906.0,106.67584308327598
Finland,2003,4.67,53.4,58.62,59.59,6328.24,7444.3,0.63,5206295.0,9.0,1.6,9.31,436.97,15.38,1860700000000000.0,35738.84,604.02,15.34,1.0,30.93,278.0,3493.0,79.58774692241626
Finland,2004,4.81,56.13,55.04,60.94,7069.26,6927.64,0.63,5219732.0,8.8,1.6,9.89,449.64,15.42,1948600000000000.0,37331.07,745.7,15.58,1.0,32.29,293.0,3354.0,87.35837805605247
Finland,2005,4.49,53.09,53.88,61.91,6932.4,6990.65,0.66,5236611.0,8.4,1.55,9.95,464.04,15.47,2009100000000000.0,38366.54,703.35,15.87,1.0,31.86,278.0,3336.0,83.33333333333333
Finland,2006,3.89,46.24,52.29,62.46,7442.84,7007.72,0.67,5255580.0,7.7,1.52,10.15,476.83,15.53,2067600000000000.0,39341.15,614.46,16.01,1.0,29.72,243.0,3266.0,74.40293937538273
Finland,2007,4.69,56.66,50.4,63.79,8980.11,6841.46,0.66,5276955.0,6.9,1.53,10.45,487.02,15.59,221000000000.0,41880.21,746.21,16.46,1.0,29.82,299.0,3215.0,93.00155520995335
Finland,2008,3.72,44.52,51.15,63.4,10492.82,7257.62,0.7,5300484.0,6.4,1.43,10.26,509.39,15.66,2202500000000000.0,41552.04,803.84,16.51,1.0,31.04,236.0,3243.0,72.77212457600987
Finland,2009,3.16,38.11,45.47,64.33,9694.34,7191.9,0.72,5326314.0,8.2,1.35,9.96,521.37,15.74,2033700000000000.0,38182.57,582.25,16.75,1.0,27.81,203.0,2925.0,69.40170940170941
Finland,2010,3.23,39.06,43.22,64.75,9257.25,6937.74,0.74,5351427.0,8.4,1.35,9.72,537.61,15.81,2062700000000000.0,38544.7,621.34,17.01,1.0,29.53,209.0,2798.0,74.69621157969979
Finland,2011,3.33,40.56,43.23,65.49,9679.22,6545.66,0.74,5375276.0,7.8,1.31,9.81,554.02,15.88,2109900000000000.0,39252.52,778.12,17.51,1.0,26.86,218.0,2831.0,77.00459201695514
Finland,2012,3.05,36.84,41.01,65.27,10888.61,5067.84,0.73,5401267.0,7.7,1.26,9.27,562.28,15.96,2084500000000000.0,38592.84,805.04,18.14,1.0,25.46,199.0,2677.0,74.33694434067986
Finland,2013,3.09,37.04,37.06,65.12,10784.28,4800.32,0.75,5426674.0,8.2,1.23,9.07,572.33,16.04,2061200000000000.0,37982.29,679.18,18.76,1.0,24.43,201.0,2413.0,83.29879817654371
Finland,2014,2.55,30.64,39.38,65.52,11477.6,4691.17,0.82,5451270.0,8.7,1.18,8.75,582.02,16.11,2060600000000000.0,37800.22,686.02,19.38,1.0,23.4,167.0,2580.0,64.72868217054263
Finland,2015,2.94,35.64,38.13,66.3,11726.53,4800.99,0.83,5471753.0,9.4,1.15,8.51,591.19,16.17,2113400000000000.0,38623.49,834.79,19.95,1.0,24.49,195.0,2528.0,77.13607594936708
Finland,2016,3.42,35.54,40.5,57.01,10915.87,5040.95,0.83,5487308.0,8.8,1.15,8.43,605.52,16.21,2158900000000000.0,39343.16,753.82,20.47,1.0,26.85,195.0,2309.0,84.4521437851884
France,1998,8.68,97.34,61.59,672.21,14061.52,247.0,0.95,59934884.0,10.3,1.5,13.27,447.32,109.56,1.8387e+16,30678.46,821.2,15.51,1.0,189.1,5835.0,41401.0,140.93862467090167
France,1999,8.64,99.02,59.78,689.19,13578.77,277.51,0.98,60158533.0,10.0,1.47,13.15,456.79,109.97,1.8157e+16,30181.82,1026.46,15.66,1.0,204.71,5955.0,41200.0,144.5388349514563
France,2000,8.46,96.13,58.88,687.74,14139.04,294.66,0.99,60545022.0,8.6,1.48,13.63,463.46,110.68,1.8928e+16,31262.01,981.03,15.81,1.0,204.0,5818.0,40494.0,143.67560626265617
France,2001,8.26,96.49,55.44,712.22,13755.81,278.38,1.01,60979315.0,7.8,1.47,13.89,470.65,111.47,1.9209e+16,31500.54,974.69,15.92,1.0,206.87,5883.0,39485.0,148.99328859060404
France,2002,7.81,91.15,51.24,716.88,12819.02,288.72,1.03,61424036.0,7.9,1.44,13.78,474.73,112.29,1.9381e+16,31552.22,984.93,16.04,1.0,204.36,5599.0,36733.0,152.42425067378107
France,2003,6.11,70.98,41.81,718.3,13279.81,288.77,1.04,61864088.0,8.5,1.41,13.49,477.82,113.09,1964000000000000.0,31746.99,751.81,16.13,1.0,203.61,4389.0,30032.0,146.14411294619072
France,2004,5.59,64.15,38.55,714.97,13549.12,280.94,1.05,62292241.0,8.9,1.39,13.18,480.0,113.87,2.0107e+16,32277.82,808.77,16.19,1.0,212.2,3997.0,27562.0,145.01850373702925
France,2005,5.19,58.21,36.68,704.62,14470.46,2554.08,1.09,62772870.0,8.9,1.37,12.6,479.51,114.75,2.0482e+16,32628.58,705.62,16.31,1.0,205.28,3657.0,25845.0,141.4973882762623
France,2006,4.8,53.19,36.13,700.91,14457.08,2501.8,1.07,63229635.0,8.8,1.37,12.4,480.79,115.59,2.0887e+16,33033.72,844.43,16.36,1.0,211.45,3364.0,25324.0,132.83841415258252
France,2007,4.62,51.24,35.75,705.35,15098.09,2494.74,1.07,63645065.0,8.0,1.37,12.6,482.36,116.35,2.1666e+16,34042.47,876.29,16.32,1.0,219.21,3259.0,25216.0,129.24333756345177
France,2008,4.41,47.49,32.5,689.67,14789.67,2408.69,1.07,64007193.0,7.4,1.32,12.3,486.02,117.01,2150000000000.0,33589.71,968.03,16.39,1.0,206.3,3041.0,22414.0,135.67413223877932
France,2009,4.38,46.95,31.05,690.13,14834.65,2702.45,1.07,64350226.0,9.1,1.3,12.3,487.86,117.64,2.0937e+16,32535.94,812.91,16.5,1.0,173.62,3023.0,21429.0,141.07051192309487
France,2010,4.11,44.22,29.36,695.87,14678.59,2461.44,1.08,64658856.0,9.3,1.3,12.33,489.6,118.2,2.1126e+16,32673.42,878.41,16.61,1.0,182.19,2860.0,20431.0,139.9833586217023
France,2011,4.12,44.12,28.23,695.89,12472.11,2717.2,1.09,64978721.0,9.2,1.32,12.37,488.68,118.78,2.1399e+16,32932.05,707.52,16.74,1.0,185.69,2867.0,19645.0,145.9404428607788
France,2012,3.77,40.23,25.81,696.73,12575.6,2721.56,1.07,65276983.0,9.8,1.3,12.24,492.24,119.33,2.1323e+16,32666.16,858.12,17.14,1.0,172.45,2627.0,17983.0,146.0824111661013
France,2013,3.34,35.61,24.84,699.02,12087.4,2728.23,1.08,65600350.0,10.3,1.26,11.64,500.88,119.92,2.1283e+16,32443.08,971.97,17.57,1.0,171.47,2335.0,17364.0,134.4736235890348
France,2014,3.38,36.14,25.44,706.94,10000.28,2553.93,1.07,66165980.0,10.3,1.29,11.97,491.66,120.95,2.1464e+16,32439.89,974.81,17.96,1.0,165.23,2389.0,17985.0,132.83291631915486
France,2015,3.42,37.2,26.79,722.9,9216.59,2392.0,1.07,66458153.0,10.4,1.31,11.87,486.41,121.49,2.1966e+16,33052.13,705.06,18.41,1.0,153.58,2472.0,19366.0,127.64639058143138
France,2016,3.31,36.84,27.33,742.5,8376.6,2199.55,1.05,66638391.0,10.1,1.32,11.74,481.34,121.82,2.2195e+16,33306.67,893.8,18.86,1.0,155.84,2458.0,20293.0,121.12551126004041
Germany,1998,7.11,71.71,165.5,828.07,23168.29,5053.17,4.95,82057379.0,9.4,1.3,12.74,507.86,229.84,2707000000000000.0,32989.17,977.14,15.8,1.0,257.4,5888.0,137046.0,42.96367642981188
Germany,1999,6.95,71.85,169.26,848.42,22800.73,4969.03,4.99,82037011.0,8.6,1.32,12.94,515.91,229.78,2.6358e+16,32129.49,862.18,15.93,1.0,278.43,5897.0,143604.0,41.06431575722125
Germany,2000,6.83,69.06,165.38,831.27,21506.95,5052.71,5.08,82163475.0,7.9,1.27,12.91,521.4,230.14,2677000000000000.0,32580.79,838.62,16.25,1.0,280.71,5678.0,137475.0,41.3020549190762
Germany,2001,6.16,63.83,158.88,852.63,23469.6,6540.89,5.11,82259540.0,7.8,1.22,12.46,532.12,230.41,2.6867e+16,32661.45,983.32,16.65,1.0,288.96,5252.0,135466.0,38.76987583600313
Germany,2002,5.98,62.57,148.54,862.99,23519.31,5743.4,5.2,82440309.0,8.6,1.19,12.25,538.37,230.91,2.6718e+16,32408.64,1036.64,17.06,1.0,285.21,5161.0,128189.0,40.260864816793955
Germany,2003,5.79,60.18,144.58,857.74,23635.21,4814.09,5.2,82536680.0,9.7,1.14,11.92,541.06,231.18,2.6808e+16,32479.87,614.27,17.49,1.0,290.75,4966.0,124012.0,40.04451182143663
Germany,2004,5.02,52.8,133.53,868.65,26519.65,5500.87,5.26,82531671.0,10.4,1.14,11.83,545.52,231.17,2.7034e+16,32756.27,856.61,18.01,1.0,303.75,4361.0,115991.0,37.59774465260236
Germany,2005,4.54,47.15,129.24,856.88,25137.0,7275.84,5.34,82500849.0,11.2,1.08,12.04,550.01,231.08,2.6842e+16,32535.58,790.27,18.63,1.0,310.1,3890.0,110743.0,35.12637367598855
Germany,2006,4.29,44.97,123.34,863.33,24840.73,8376.29,5.42,82437995.0,10.1,1.06,12.14,559.09,230.91,2.7296e+16,33111.05,817.82,19.25,1.0,330.02,3704.0,106483.0,34.78489524149395
Germany,2007,4.17,43.9,123.63,866.53,23154.09,7810.37,5.45,82314906.0,8.5,1.03,11.89,565.75,230.56,2.8059e+16,34087.34,1063.44,19.8,1.0,343.45,3613.0,107129.0,33.72569518991123
Germany,2008,3.69,39.12,113.97,871.33,23572.81,7900.23,5.47,82217837.0,7.4,1.17,11.75,500.91,230.29,2.7762e+16,33766.22,830.71,20.09,1.0,341.53,3215.0,99305.0,32.3750062937415
Germany,2009,3.32,35.69,110.59,881.1,28903.29,12468.83,5.55,82002356.0,7.6,1.18,11.61,503.9,229.68,2.6686e+16,32543.19,864.61,20.4,1.0,307.55,2925.0,97441.0,30.01816483820979
Germany,2010,2.97,32.24,104.24,887.0,24353.2,9460.82,5.55,81802257.0,7.0,1.18,11.35,510.23,229.12,2.7547e+16,33675.67,927.86,20.66,1.0,313.1,2634.0,92461.0,28.48768670033852
Germany,2011,3.24,36.07,107.15,894.4,23315.56,8719.38,5.57,80222065.0,5.8,1.18,11.87,527.31,224.7,2.8356e+16,35346.87,770.76,20.66,1.0,323.83,2898.0,95835.0,30.239474096102676
Germany,2012,2.83,31.6,103.69,896.3,23389.83,9919.43,5.59,80327900.0,5.4,1.16,11.76,534.41,224.99,2841000000000000.0,35367.13,873.87,20.67,1.0,307.01,2537.0,92937.0,27.29806212810829
Germany,2013,2.62,29.33,101.27,903.1,23684.61,11111.52,5.61,80523746.0,5.2,1.17,11.67,539.36,225.54,2.8464e+16,35348.88,843.35,20.76,1.0,305.74,2366.0,91457.0,25.87008102168232
Germany,2014,2.61,29.64,101.28,916.4,23541.15,12015.61,5.63,80767463.0,5.0,1.17,11.6,542.93,226.23,2.9408e+16,36411.03,836.62,20.87,1.0,310.14,2392.0,92813.0,25.7722517319772
Germany,2015,2.6,29.69,103.4,926.9,22274.67,13095.33,5.65,81197537.0,4.6,1.18,11.99,546.85,227.43,3.0275e+16,37285.89,745.1,21.05,1.0,314.82,2410.0,95841.0,25.14581442180278
Germany,2016,2.37,27.33,101.88,946.8,25488.34,15639.49,5.65,82175684.0,4.1,1.18,10.9,548.47,230.17,3.1108e+16,37855.37,831.09,21.05,1.0,315.77,2244.0,96460.0,23.263528923906282
Ireland,1998,8.81,85.29,97.89,35.76,7991.34,1168.75,0.11,3693386.0,7.5,2.19,14.44,324.07,52.55,1177500000000000.0,31880.4,1408.52,11.35,0.0,8.2,315.0,3501.0,89.97429305912597
Ireland,1999,8.01,79.05,94.25,36.84,10574.31,1382.36,0.11,3732006.0,5.9,2.29,14.95,340.09,53.1,1258300000000000.0,33717.26,1266.66,11.29,0.0,10.21,295.0,3472.0,84.96543778801843
Ireland,2000,8.32,76.24,97.93,34.61,12114.68,1424.46,0.11,3777565.0,4.5,2.45,13.87,349.17,53.75,1407700000000000.0,37265.49,1326.58,11.22,0.0,12.28,288.0,3389.0,84.98082030097375
Ireland,2001,8.34,79.32,77.32,36.46,16014.27,1721.4,0.13,3832783.0,4.2,2.41,14.06,366.31,54.54,151200000000000.0,39448.81,934.4,11.18,0.0,12.33,304.0,2819.0,107.83965945370699
Ireland,2002,7.12,68.98,74.36,37.79,17805.47,1755.64,0.13,3899702.0,4.7,2.34,13.98,376.95,55.49,1603400000000000.0,41115.5,1363.23,11.14,1.0,14.28,269.0,2810.0,95.72953736654804
Ireland,2003,6.01,60.54,64.56,39.95,18124.65,1721.6,0.18,3964191.0,4.8,2.28,13.07,386.46,56.41,1665300000000000.0,42009.72,998.75,11.11,1.0,15.65,240.0,2579.0,93.05932531989143
Ireland,2004,6.17,65.28,61.09,42.63,18123.57,1717.21,0.2,4028851.0,4.7,2.34,13.14,392.67,57.33,1750800000000000.0,43456.81,1130.32,11.11,1.0,17.14,263.0,2604.0,100.9984639016897
Ireland,2005,7.17,77.34,76.27,44.38,18862.79,1770.51,0.26,4111672.0,4.6,2.39,13.42,404.22,58.5,1869500000000000.0,45467.95,1081.59,11.1,1.0,17.91,318.0,3385.0,93.94387001477105
Ireland,2006,6.35,69.39,61.88,45.99,22324.84,1946.1,0.28,4208156.0,4.8,2.41,13.38,422.75,59.88,1965800000000000.0,46713.48,1274.74,10.97,1.0,17.45,292.0,2846.0,102.60014054813773
Ireland,2007,5.23,57.83,59.34,47.96,23671.03,1987.89,0.28,4340118.0,5.0,2.39,13.37,433.86,61.75,2043800000000000.0,47090.43,1153.08,10.8,1.0,19.02,251.0,2846.0,88.1939564300773
Ireland,2008,4.42,48.45,75.07,48.89,21655.42,2020.06,0.44,4457765.0,6.8,2.15,12.42,448.77,63.43,1880400000000000.0,42182.91,1336.62,10.78,1.0,17.4,216.0,3670.0,58.85558583106267
Ireland,2009,3.64,39.37,65.19,48.86,18835.12,1810.05,0.69,4521322.0,12.6,1.99,11.27,436.1,64.33,1738400000000000.0,38448.09,1468.25,10.94,1.0,11.69,178.0,3185.0,55.88697017268446
Ireland,2010,3.31,34.95,59.23,48.08,15310.62,1786.6,0.94,4549428.0,14.6,1.93,11.63,425.8,64.73,1736300000000000.0,38164.57,955.64,11.22,1.0,10.94,159.0,2848.0,55.828651685393254
Ireland,2011,2.93,30.41,52.62,47.46,10876.31,1700.43,0.94,4570881.0,15.4,1.74,11.65,429.34,65.04,175400000000000.0,38374.21,1177.38,11.53,1.0,10.11,139.0,2497.0,55.66680016019223
Ireland,2012,2.38,24.19,54.45,46.61,9303.4,1459.56,0.94,4589287.0,15.5,1.7,11.53,425.15,65.3,177200000000000.0,38611.32,1312.77,11.89,1.0,9.98,111.0,2538.0,43.73522458628842
Ireland,2013,3.02,31.45,47.97,48.05,6206.18,1337.36,0.93,4609779.0,13.8,1.7,10.64,430.51,65.59,179900000000000.0,39024.81,1189.91,12.24,1.0,9.22,145.0,2305.0,62.90672451193059
Ireland,2014,2.69,27.38,46.43,47.19,6645.9,885.43,0.93,4637852.0,11.9,1.75,11.0,435.18,65.99,1943400000000000.0,41902.97,1406.98,12.6,1.0,9.75,127.0,2191.0,57.96439981743496
Ireland,2015,2.33,25.87,43.51,51.91,6188.19,829.14,0.93,4677627.0,10.0,1.72,10.93,440.43,66.56,2626100000000000.0,56142.24,1481.83,12.93,1.0,9.9,121.0,2259.0,53.563523683045595
